Timestep: 0, Current state: 4
[0.5, 0.5]
[0.5, 0.5]
Timestep: 1, Current state: 4
[0.7375610437468039, 0.26243895625319613]
[0.5, 0.5]
Timestep: 2, Current state: 2
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 3, Current state: 0
[0.673032307253963, 0.32696769274603704]
[0.5, 0.5]
Timestep: 4, Current state: 2
[0.7417375707266113, 0.25826242927338877]
[0.5, 0.5]
Timestep: 5, Current state: 2
[0.7368600594133526, 0.26313994058664736]
[0.5, 0.5]
Timestep: 6, Current state: 2
[0.7513931587459085, 0.24860684125409155]
[0.5, 0.5]
Timestep: 7, Current state: 2
[0.755353243216498, 0.24464675678350215]
[0.5, 0.5]
Timestep: 8, Current state: 2
[0.7578618446003507, 0.24213815539964934]
[0.5, 0.5]
Timestep: 9, Current state: 2
[0.8981573441451379, 0.10184265585486203]
[0.5, 0.5]
Timestep: 10, Current state: 0
[0.9072578183427044, 0.0927421816572956]
[0.5, 0.5]
Timestep: 11, Current state: 0
[0.6984497851375238, 0.3015502148624762]
[0.5, 0.5]
Timestep: 12, Current state: 2
[0.918418670142762, 0.08158132985723804]
[0.5, 0.5]
Timestep: 13, Current state: 0
[0.7288192155126101, 0.2711807844873899]
[0.5, 0.5]
Timestep: 14, Current state: 2
[0.6878477266609702, 0.31215227333902984]
[0.5, 0.5]
Timestep: 15, Current state: 2
[0.7061861113279251, 0.2938138886720749]
[0.5, 0.5]
Timestep: 16, Current state: 2
[0.7359058551624709, 0.2640941448375291]
[0.5, 0.5]
Timestep: 17, Current state: 2
[0.7272921274180125, 0.27270787258198753]
[0.5, 0.5]
Timestep: 18, Current state: 2
[0.7295810972652989, 0.27041890273470115]
[0.5, 0.5]
Timestep: 19, Current state: 2
[0.9407367692272985, 0.05926323077270152]
[0.5, 0.5]
Timestep: 20, Current state: 0
[0.6687487031434561, 0.3312512968565439]
[0.5, 0.5]
Timestep: 21, Current state: 2
[0.6930130099313965, 0.3069869900686036]
[0.5, 0.5]
Timestep: 22, Current state: 2
[0.7053710360421, 0.29462896395789995]
[0.5, 0.5]
Timestep: 23, Current state: 2
[0.5, 0.5]
[0.5, 0.5]
Timestep: 24, Current state: 5
[0.3333333333333333, 0.6666666666666666]
[0.5, 0.5]
Timestep: 25, Current state: 5
[0.2657500136806958, 0.7342499863193043]
[0.5, 0.5]
Timestep: 26, Current state: 5
[0.2657500136806958, 0.7342499863193043]
[0.3333333333333333, 0.6666666666666666]
Timestep: 27, Current state: 5
[0.3181125251884634, 0.6818874748115368]
[0.5, 0.5]
Timestep: 28, Current state: 4
[0.2657500136806958, 0.7342499863193043]
[0.5007782792148155, 0.49922172078518445]
Timestep: 29, Current state: 5
[0.892335602666244, 0.107664397333756]
[0.5, 0.5]
Timestep: 30, Current state: 0
[0.8971559199038098, 0.10284408009619027]
[0.5, 0.5]
Timestep: 31, Current state: 0
[0.6326999952480663, 0.36730000475193375]
[0.3333333333333333, 0.6666666666666666]
Timestep: 32, Current state: 2
[0.5006278645884545, 0.49937213541154557]
[0.7195852823632191, 0.280414717636781]
Timestep: 33, Current state: 1
[0.45839270297190876, 0.5416072970280912]
[0.3333333333333333, 0.6666666666666666]
Timestep: 34, Current state: 2
[0.563793244216664, 0.436206755783336]
[0.3333333333333333, 0.6666666666666666]
Timestep: 35, Current state: 2
[0.6346209956252773, 0.3653790043747227]
[0.3333333333333333, 0.6666666666666666]
Timestep: 36, Current state: 2
[0.6850877438357754, 0.3149122561642246]
[0.3333333333333333, 0.6666666666666666]
Timestep: 37, Current state: 2
[0.9207067242968817, 0.07929327570311827]
[0.5, 0.5]
Timestep: 38, Current state: 0
[0.712325107152526, 0.2876748928474741]
[0.3333333333333333, 0.6666666666666666]
Timestep: 39, Current state: 2
[0.7329778836395127, 0.2670221163604874]
[0.3333333333333333, 0.6666666666666666]
Timestep: 40, Current state: 2
[0.7351024663507381, 0.26489753364926194]
[0.3333333333333333, 0.6666666666666666]
Timestep: 41, Current state: 2
[0.7647599583873879, 0.23524004161261214]
[0.3333333333333333, 0.6666666666666666]
Timestep: 42, Current state: 2
[0.7656259863547308, 0.23437401364526922]
[0.3333333333333333, 0.6666666666666666]
Timestep: 43, Current state: 2
[0.7233657826732536, 0.2766342173267464]
[0.3333333333333333, 0.6666666666666666]
Timestep: 44, Current state: 2
[0.748716685954386, 0.25128331404561405]
[0.3333333333333333, 0.6666666666666666]
Timestep: 45, Current state: 2
[0.7574498585387686, 0.24255014146123136]
[0.3333333333333333, 0.6666666666666666]
Timestep: 46, Current state: 2
[0.726449524262509, 0.273550475737491]
[0.3333333333333333, 0.6666666666666666]
Timestep: 47, Current state: 2
[0.9390305834169251, 0.06096941658307484]
[0.5, 0.5]
Timestep: 48, Current state: 0
[0.7166871920723231, 0.2833128079276769]
[0.3333333333333333, 0.6666666666666666]
Timestep: 49, Current state: 2
[0.7411897019720367, 0.25881029802796335]
[0.3333333333333333, 0.6666666666666666]
Timestep: 50, Current state: 2
[0.7249887122385212, 0.2750112877614787]
[0.3333333333333333, 0.6666666666666666]
Timestep: 51, Current state: 2
[0.7377173321500561, 0.2622826678499439]
[0.3333333333333333, 0.6666666666666666]
Timestep: 52, Current state: 2
[0.760293493831241, 0.23970650616875883]
[0.3333333333333333, 0.6666666666666666]
Timestep: 53, Current state: 2
[0.7398206403105092, 0.2601793596894908]
[0.3333333333333333, 0.6666666666666666]
Timestep: 54, Current state: 2
[0.2560873209148982, 0.7439126790851017]
[0.5, 0.5]
Timestep: 55, Current state: 4
[0.9120845236075741, 0.08791547639242593]
[0.5, 0.5]
Timestep: 56, Current state: 0
[0.9139824227211676, 0.08601757727883233]
[0.5, 0.5]
Timestep: 57, Current state: 0
[0.9166676112907359, 0.08333238870926406]
[0.5, 0.5]
Timestep: 58, Current state: 0
[0.7326225548448174, 0.26737744515518264]
[0.3333333333333333, 0.6666666666666666]
Timestep: 59, Current state: 2
[0.7358009964855047, 0.2641990035144953]
[0.3333333333333333, 0.6666666666666666]
Timestep: 60, Current state: 2
[0.6679901236106494, 0.3320098763893507]
[0.5007782792148155, 0.49922172078518445]
Timestep: 61, Current state: 5
[0.3722173686662516, 0.6277826313337483]
[0.3333333333333333, 0.6666666666666666]
Timestep: 62, Current state: 2
[0.8941779536292637, 0.10582204637073629]
[0.5, 0.5]
Timestep: 63, Current state: 0
[0.636079445154034, 0.36392055484596597]
[0.3333333333333333, 0.6666666666666666]
Timestep: 64, Current state: 2
[0.69368962280723, 0.3063103771927699]
[0.3333333333333333, 0.6666666666666666]
Timestep: 65, Current state: 2
[0.9021824405244628, 0.09781755947553719]
[0.5, 0.5]
Timestep: 66, Current state: 0
[0.29929590562157893, 0.7007040943784211]
[0.5, 0.5]
Timestep: 67, Current state: 4
[0.8750413362383163, 0.12495866376168384]
[0.5, 0.5]
Timestep: 68, Current state: 0
[0.7364164634475419, 0.26358353655245814]
[0.3333333333333333, 0.6666666666666666]
Timestep: 69, Current state: 2
[0.8811072426176393, 0.11889275738236074]
[0.5, 0.5]
Timestep: 70, Current state: 0
[0.7566766673306949, 0.24332333266930506]
[0.3333333333333333, 0.6666666666666666]
Timestep: 71, Current state: 2
[0.8871253767577224, 0.11287462324227765]
[0.5, 0.5]
Timestep: 72, Current state: 0
[0.7355656090374516, 0.26443439096254845]
[0.3333333333333333, 0.6666666666666666]
Timestep: 73, Current state: 2
[0.8927538338755153, 0.1072461661244846]
[0.5, 0.5]
Timestep: 74, Current state: 0
[0.7313448348706634, 0.2686551651293367]
[0.3333333333333333, 0.6666666666666666]
Timestep: 75, Current state: 2
[0.8979324756703282, 0.1020675243296718]
[0.5, 0.5]
Timestep: 76, Current state: 0
[0.6907492209950975, 0.30925077900490244]
[0.3333333333333333, 0.6666666666666666]
Timestep: 77, Current state: 2
[0.7195320225044785, 0.2804679774955215]
[0.3333333333333333, 0.6666666666666666]
