Timestep: 0, Current state: 0
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 1, Current state: 2
[0.6752674779786497, 0.3247325220213503]
[0.5, 0.5]
Timestep: 2, Current state: 2
[0.6911301734970218, 0.30886982650297823]
[0.5, 0.5]
Timestep: 3, Current state: 2
[0.6718870222537404, 0.3281129777462595]
[0.5, 0.5]
Timestep: 4, Current state: 0
[0.679454835920937, 0.3205451640790629]
[0.5, 0.5]
Timestep: 5, Current state: 0
[0.6902024526754856, 0.30979754732451437]
[0.5, 0.5]
Timestep: 6, Current state: 2
[0.6843645004213079, 0.3156354995786921]
[0.5, 0.5]
Timestep: 7, Current state: 2
[0.6738856801560246, 0.32611431984397543]
[0.5, 0.5]
Timestep: 8, Current state: 2
[0.6687388393600909, 0.33126116063990907]
[0.5, 0.5]
Timestep: 9, Current state: 2
[0.6760564551798733, 0.3239435448201267]
[0.5, 0.5]
Timestep: 10, Current state: 0
[0.664500304625437, 0.33549969537456303]
[0.5, 0.5]
Timestep: 11, Current state: 4
[0.6927629842042365, 0.30723701579576346]
[0.5, 0.5]
Timestep: 12, Current state: 2
[0.6734302028155963, 0.3265697971844037]
[0.5, 0.5]
Timestep: 13, Current state: 2
[0.6828044532600464, 0.31719554673995365]
[0.5, 0.5]
Timestep: 14, Current state: 2
[0.679026533126475, 0.320973466873525]
[0.5, 0.5]
Timestep: 15, Current state: 2
[0.6711448151884092, 0.3288551848115908]
[0.5, 0.5]
Timestep: 16, Current state: 2
[0.5418937537026617, 0.4581062462973383]
[0.5, 0.5]
Timestep: 17, Current state: 4
[0.6824561435271225, 0.3175438564728776]
[0.5, 0.5]
Timestep: 18, Current state: 2
[0.6684323929750752, 0.3315676070249249]
[0.5, 0.5]
Timestep: 19, Current state: 2
[0.6870901543293476, 0.31290984567065233]
[0.5, 0.5]
Timestep: 20, Current state: 2
[0.5562746324366953, 0.4437253675633048]
[0.5, 0.5]
Timestep: 21, Current state: 4
[0.6864501827043542, 0.31354981729564585]
[0.5, 0.5]
Timestep: 22, Current state: 2
[0.6789455484758803, 0.3210544515241197]
[0.5, 0.5]
Timestep: 23, Current state: 2
[0.6686636314358494, 0.33133636856415066]
[0.5, 0.5]
Timestep: 24, Current state: 0
[0.690281087743931, 0.309718912256069]
[0.5, 0.5]
Timestep: 25, Current state: 2
[0.6907857872025507, 0.3092142127974493]
[0.5, 0.5]
Timestep: 26, Current state: 2
[0.669531503399036, 0.330468496600964]
[0.5, 0.5]
Timestep: 27, Current state: 0
[0.6825466535898413, 0.3174533464101586]
[0.5, 0.5]
Timestep: 28, Current state: 2
[0.6695549616597746, 0.3304450383402255]
[0.5, 0.5]
Timestep: 29, Current state: 2
[0.674003408820048, 0.325996591179952]
[0.5, 0.5]
Timestep: 30, Current state: 2
[0.681341046908392, 0.318658953091608]
[0.5, 0.5]
Timestep: 31, Current state: 2
[0.6785134946474584, 0.3214865053525416]
[0.5, 0.5]
Timestep: 32, Current state: 0
[0.6753535156571286, 0.3246464843428714]
[0.5, 0.5]
Timestep: 33, Current state: 2
[0.6802090160915018, 0.31979098390849825]
[0.5, 0.5]
Timestep: 34, Current state: 2
[0.2123439701350631, 0.7876560298649369]
[0.5, 0.5]
Timestep: 35, Current state: 1
[0.6869528245592469, 0.31304717544075306]
[0.5, 0.5]
Timestep: 36, Current state: 0
[0.6014146523306495, 0.3985853476693505]
[0.5, 0.5]
Timestep: 37, Current state: 2
[0.6669868305431265, 0.33301316945687354]
[0.5, 0.5]
Timestep: 38, Current state: 2
[0.6782910805313055, 0.32170891946869457]
[0.5, 0.5]
Timestep: 39, Current state: 2
[0.6884072184145538, 0.3115927815854463]
[0.5, 0.5]
Timestep: 40, Current state: 2
[0.6939248194490437, 0.30607518055095634]
[0.5, 0.5]
Timestep: 41, Current state: 2
[0.6808855070928678, 0.3191144929071322]
[0.5, 0.5]
Timestep: 42, Current state: 2
