Timestep: 0, Current state: 4
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 1, Current state: 2
[0.6737750136624719, 0.326224986337528]
[0.5, 0.5]
Timestep: 2, Current state: 2
[0.691417308803439, 0.30858269119656095]
[0.5, 0.5]
Timestep: 3, Current state: 0
[0.6154922836173956, 0.3845077163826044]
[0.5, 0.5]
Timestep: 4, Current state: 4
[0.6154922836173956, 0.3845077163826044]
[0.5, 0.5]
Timestep: 5, Current state: 4
[0.6730650951313536, 0.32693490486864646]
[0.5, 0.5]
Timestep: 6, Current state: 2
[0.6887599361421141, 0.31124006385788594]
[0.5, 0.5]
Timestep: 7, Current state: 2
[0.694778954028377, 0.3052210459716231]
[0.5, 0.5]
Timestep: 8, Current state: 2
[0.5, 0.5]
[0.5, 0.5]
Timestep: 9, Current state: 5
[0.6579827052759449, 0.342017294724055]
[0.5, 0.5]
Timestep: 10, Current state: 4
[0.5913189007128304, 0.40868109928716956]
[0.5, 0.5]
Timestep: 11, Current state: 2
[0.6672812435275325, 0.3327187564724675]
[0.5, 0.5]
Timestep: 12, Current state: 2
[0.678859126301619, 0.321140873698381]
[0.5, 0.5]
Timestep: 13, Current state: 2
[0.5452195493661373, 0.45478045063386274]
[0.5, 0.5]
Timestep: 14, Current state: 4
[0.5452195493661373, 0.45478045063386274]
[0.5, 0.5]
Timestep: 15, Current state: 4
[0.5452195493661373, 0.45478045063386274]
[0.5, 0.5]
Timestep: 16, Current state: 4
[0.353139062315928, 0.646860937684072]
[0.5, 0.5]
Timestep: 17, Current state: 0
[0.6735839287058855, 0.3264160712941145]
[0.5, 0.5]
Timestep: 18, Current state: 2
[0.6800428416016083, 0.3199571583983917]
[0.5, 0.5]
Timestep: 19, Current state: 2
[0.351794745473828, 0.6482052545261721]
[0.5, 0.5]
Timestep: 20, Current state: 1
[0.5748191800997224, 0.4251808199002775]
[0.5, 0.5]
Timestep: 21, Current state: 1
[0.3528748559040802, 0.6471251440959198]
[0.5, 0.5]
Timestep: 22, Current state: 2
[0.6795015548706866, 0.3204984451293134]
[0.5, 0.5]
Timestep: 23, Current state: 0
[0.6868403431989123, 0.31315965680108776]
[0.5, 0.5]
Timestep: 24, Current state: 0
[0.6731890168981554, 0.3268109831018447]
[0.5, 0.5]
Timestep: 25, Current state: 2
[0.6930112744882603, 0.30698872551173967]
[0.5, 0.5]
Timestep: 26, Current state: 2
[0.6776680998598885, 0.3223319001401114]
[0.5, 0.5]
Timestep: 27, Current state: 2
[0.6824051868490051, 0.3175948131509949]
[0.5, 0.5]
Timestep: 28, Current state: 0
[0.6782846971537481, 0.32171530284625194]
[0.5, 0.5]
Timestep: 29, Current state: 2
[0.67588076464717, 0.3241192353528301]
[0.5, 0.5]
Timestep: 30, Current state: 2
[0.6862638918441212, 0.31373610815587877]
[0.5, 0.5]
Timestep: 31, Current state: 2
[0.3309750634330863, 0.6690249365669138]
[0.5, 0.5]
Timestep: 32, Current state: 1
[0.6907080197321461, 0.3092919802678539]
[0.5, 0.5]
Timestep: 33, Current state: 0
[0.6456424154563243, 0.3543575845436757]
[0.5, 0.5]
Timestep: 34, Current state: 2
[0.6511404634772745, 0.34885953652272556]
[0.5, 0.5]
Timestep: 35, Current state: 4
[0.38198294056581683, 0.6180170594341832]
[0.5, 0.5]
Timestep: 36, Current state: 0
[0.6783173164423074, 0.3216826835576926]
[0.5, 0.5]
Timestep: 37, Current state: 2
[0.6781503560652904, 0.32184964393470966]
[0.5, 0.5]
Timestep: 38, Current state: 2
[0.6762712444707847, 0.3237287555292154]
[0.5, 0.5]
Timestep: 39, Current state: 2
[0.6815221743669863, 0.3184778256330138]
[0.5, 0.5]
Timestep: 40, Current state: 2
[0.614165492323425, 0.385834507676575]
[0.5, 0.5]
Timestep: 41, Current state: 4
[0.614165492323425, 0.385834507676575]
[0.5, 0.5]
Timestep: 42, Current state: 4
[0.37249925400430206, 0.6275007459956979]
[0.5, 0.5]
