Timestep: 0, Current state: 5
[0.5, 0.5]
[0.5, 0.5]
Timestep: 1, Current state: 0
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 2, Current state: 0
[0.7467618850091613, 0.25323811499083876]
[0.5, 0.5]
Timestep: 3, Current state: 2
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 4, Current state: 5
[0.5778275759166076, 0.42217242408339245]
[0.5, 0.5]
Timestep: 5, Current state: 2
[0.6517869560433942, 0.3482130439566059]
[0.5, 0.5]
Timestep: 6, Current state: 2
[0.7034151055106846, 0.2965848944893153]
[0.5, 0.5]
Timestep: 7, Current state: 2
[0.7415992393462337, 0.2584007606537662]
[0.5, 0.5]
Timestep: 8, Current state: 2
[0.7453105334319202, 0.2546894665680798]
[0.5, 0.5]
Timestep: 9, Current state: 5
[0.6413364140954299, 0.35866358590457015]
[0.5, 0.5]
Timestep: 10, Current state: 0
[0.679259079226682, 0.3207409207733179]
[0.5, 0.5]
Timestep: 11, Current state: 2
[0.7150867095518976, 0.28491329044810254]
[0.5, 0.5]
Timestep: 12, Current state: 0
[0.7415845528623327, 0.2584154471376672]
[0.5, 0.5]
Timestep: 13, Current state: 2
[0.5582268985460352, 0.4417731014539647]
[0.5, 0.5]
Timestep: 14, Current state: 4
[0.7801174631403648, 0.21988253685963532]
[0.5, 0.5]
Timestep: 15, Current state: 2
[0.6053286383901181, 0.3946713616098819]
[0.5, 0.5]
Timestep: 16, Current state: 4
[0.8123621249724158, 0.18763787502758422]
[0.5, 0.5]
Timestep: 17, Current state: 2
[0.8267974913216761, 0.1732025086783239]
[0.5, 0.5]
Timestep: 18, Current state: 2
[0.5852667506077317, 0.4147332493922684]
[0.5, 0.5]
Timestep: 19, Current state: 4
[0.8416654180426968, 0.15833458195730316]
[0.5, 0.5]
Timestep: 20, Current state: 2
[0.6112014257725766, 0.38879857422742337]
[0.5, 0.5]
Timestep: 21, Current state: 0
[0.7950627437399195, 0.20493725626008047]
[0.5, 0.5]
Timestep: 22, Current state: 5
[0.5641102020767779, 0.4358897979232222]
[0.5, 0.5]
Timestep: 23, Current state: 0
[0.7937006000360298, 0.20629939996397018]
[0.5, 0.5]
Timestep: 24, Current state: 2
[0.8082230110418863, 0.1917769889581137]
[0.5, 0.5]
Timestep: 25, Current state: 2
[0.6010837580380962, 0.39891624196190373]
[0.5, 0.5]
Timestep: 26, Current state: 4
[0.43125103578467167, 0.5687489642153283]
[0.5, 0.5]
Timestep: 27, Current state: 1
[0.6064934478630979, 0.3935065521369021]
[0.5, 0.5]
Timestep: 28, Current state: 0
[0.6318628873874227, 0.3681371126125773]
[0.5, 0.5]
Timestep: 29, Current state: 0
[0.7843359162297665, 0.2156640837702335]
[0.5, 0.5]
Timestep: 30, Current state: 2
[0.7959616548927713, 0.2040383451072287]
[0.5, 0.5]
Timestep: 31, Current state: 2
[0.6950961843584167, 0.30490381564158336]
[0.5, 0.5]
Timestep: 32, Current state: 0
[0.5031106266399343, 0.4968893733600656]
[0.5, 0.5]
Timestep: 33, Current state: 1
[0.7444540635424608, 0.25554593645753915]
[0.5, 0.5]
Timestep: 34, Current state: 2
[0.7590421401973442, 0.24095785980265585]
[0.5, 0.5]
Timestep: 35, Current state: 2
[0.7728867736486907, 0.22711322635130932]
[0.5, 0.5]
Timestep: 36, Current state: 2
[0.7853732957516335, 0.21462670424836647]
[0.5, 0.5]
Timestep: 37, Current state: 2
[0.7778814804542926, 0.22211851954570738]
[0.5, 0.5]
Timestep: 38, Current state: 0
[0.7891022521954424, 0.21089774780455764]
[0.5, 0.5]
Timestep: 39, Current state: 0
[0.7993308162701789, 0.20066918372982098]
[0.5, 0.5]
Timestep: 40, Current state: 0
[0.8300073557218874, 0.16999264427811264]
[0.5, 0.5]
Timestep: 41, Current state: 2
[0.8374014997863016, 0.16259850021369834]
[0.5, 0.5]
Timestep: 42, Current state: 2
[0.8475959889137177, 0.1524040110862824]
[0.5, 0.5]
Timestep: 43, Current state: 2
[0.8574961214654118, 0.14250387853458835]
[0.5, 0.5]
Timestep: 44, Current state: 2
[0.4558675775844831, 0.544132422415517]
[0.5, 0.5]
Timestep: 45, Current state: 4
[0.869992220244889, 0.13000777975511105]
[0.5, 0.5]
Timestep: 46, Current state: 2
[0.48515587620762884, 0.5148441237923712]
[0.5, 0.5]
Timestep: 47, Current state: 4
[0.8814208803245194, 0.11857911967548063]
[0.5, 0.5]
Timestep: 48, Current state: 2
[0.7395038411816235, 0.2604961588183766]
[0.5, 0.5]
Timestep: 49, Current state: 0
[0.8880259370997554, 0.1119740629002446]
[0.5, 0.5]
Timestep: 50, Current state: 2
[0.8936219816964148, 0.10637801830358513]
[0.5, 0.5]
Timestep: 51, Current state: 2
[0.5118562573901778, 0.48814374260982213]
[0.5, 0.5]
Timestep: 52, Current state: 4
[0.8996973697030053, 0.10030263029699477]
[0.5, 0.5]
Timestep: 53, Current state: 2
[0.536121171391625, 0.4638788286083751]
[0.5, 0.5]
Timestep: 54, Current state: 4
[0.536121171391625, 0.4638788286083751]
[0.5, 0.5]
Timestep: 55, Current state: 4
[0.9008339837878142, 0.09916601621218579]
[0.5, 0.5]
Timestep: 56, Current state: 2
[0.855376416513985, 0.14462358348601503]
[0.5, 0.5]
Timestep: 57, Current state: 5
[0.8411312402039878, 0.1588687597960123]
[0.5, 0.5]
Timestep: 58, Current state: 2
[0.5790861328877834, 0.42091386711221646]
[0.5, 0.5]
Timestep: 59, Current state: 4
[0.8551542004322812, 0.1448457995677188]
[0.5, 0.5]
Timestep: 60, Current state: 2
[0.8586205509326879, 0.1413794490673122]
[0.5, 0.5]
Timestep: 61, Current state: 2
[0.8634728828746231, 0.1365271171253769]
[0.5, 0.5]
Timestep: 62, Current state: 2
[0.657221834687254, 0.3427781653127459]
[0.5, 0.5]
Timestep: 63, Current state: 0
[0.5460495903414756, 0.45395040965852446]
[0.5, 0.5]
Timestep: 64, Current state: 4
[0.8775108447945053, 0.12248915520549486]
[0.5, 0.5]
Timestep: 65, Current state: 2
[0.8829065496793426, 0.1170934503206574]
[0.5, 0.5]
Timestep: 66, Current state: 2
[0.8837523418723363, 0.11624765812766368]
[0.5, 0.5]
Timestep: 67, Current state: 2
[0.6774146270862813, 0.3225853729137186]
[0.5, 0.5]
Timestep: 68, Current state: 0
[0.8935203001371872, 0.10647969986281287]
[0.5, 0.5]
Timestep: 69, Current state: 2
[0.5400881632093066, 0.45991183679069336]
[0.5, 0.5]
Timestep: 70, Current state: 4
[0.6555733297490914, 0.3444266702509086]
[0.5, 0.5]
Timestep: 71, Current state: 0
[0.91064817817417, 0.08935182182583006]
[0.5, 0.5]
Timestep: 72, Current state: 2
[0.9128904935353762, 0.0871095064646237]
[0.5, 0.5]
Timestep: 73, Current state: 2
[0.9143353139135536, 0.08566468608644642]
[0.5, 0.5]
Timestep: 74, Current state: 2
[0.8645792475274809, 0.13542075247251903]
[0.5, 0.5]
Timestep: 75, Current state: 5
[0.6666584707697828, 0.33334152923021726]
[0.5, 0.5]
Timestep: 76, Current state: 0
[0.8650520683879807, 0.13494793161201935]
[0.5, 0.5]
Timestep: 77, Current state: 2
[0.5361383184288316, 0.4638616815711683]
[0.5, 0.5]
Timestep: 78, Current state: 4
[0.6441610923462968, 0.3558389076537032]
[0.5, 0.5]
Timestep: 79, Current state: 0
[0.8795018547336507, 0.12049814526634928]
[0.5, 0.5]
Timestep: 80, Current state: 2
[0.880167812191484, 0.11983218780851607]
[0.5, 0.5]
Timestep: 81, Current state: 2
[0.8831438825909319, 0.11685611740906804]
[0.5, 0.5]
Timestep: 82, Current state: 2
[0.709712884628043, 0.29028711537195695]
[0.5, 0.5]
Timestep: 83, Current state: 0
[0.8867337825538989, 0.1132662174461011]
[0.5, 0.5]
Timestep: 84, Current state: 2
[0.891186287314839, 0.10881371268516105]
[0.5, 0.5]
