Timestep: 0, Current state: 2
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 1, Current state: 0
[0.7498787842287459, 0.2501212157712541]
[0.5, 0.5]
Timestep: 2, Current state: 0
[0.7625543519279723, 0.2374456480720278]
[0.5, 0.5]
Timestep: 3, Current state: 2
[0.6749947812289443, 0.3250052187710557]
[0.5, 0.5]
Timestep: 4, Current state: 2
[0.8535282582280604, 0.14647174177193953]
[0.5, 0.5]
Timestep: 5, Current state: 0
[0.7305278876735437, 0.2694721123264563]
[0.5, 0.5]
Timestep: 6, Current state: 2
[0.8854971947707493, 0.11450280522925078]
[0.5, 0.5]
Timestep: 7, Current state: 0
[0.7460559900779102, 0.2539440099220898]
[0.5, 0.5]
Timestep: 8, Current state: 2
[0.9061777952348263, 0.0938222047651737]
[0.5, 0.5]
Timestep: 9, Current state: 0
[0.7142373492173185, 0.2857626507826814]
[0.5, 0.5]
Timestep: 10, Current state: 4
[0.6675480256251793, 0.33245197437482066]
[0.5, 0.5]
Timestep: 11, Current state: 2
[0.7264479052588836, 0.27355209474111647]
[0.5, 0.5]
Timestep: 12, Current state: 2
[0.8488307443817215, 0.1511692556182786]
[0.5, 0.5]
Timestep: 13, Current state: 0
[0.8586243627139775, 0.1413756372860226]
[0.5, 0.5]
Timestep: 14, Current state: 0
[0.5, 0.5]
[0.5, 0.5]
Timestep: 15, Current state: 5
[0.500907174180323, 0.49909282581967696]
[0.5, 0.5]
Timestep: 16, Current state: 2
[0.6997260064806639, 0.3002739935193362]
[0.5, 0.5]
Timestep: 17, Current state: 4
[0.6670546306611526, 0.33294536933884755]
[0.5, 0.5]
Timestep: 18, Current state: 2
[0.691988793884835, 0.30801120611516497]
[0.5, 0.5]
Timestep: 19, Current state: 2
[0.7754941792162192, 0.22450582078378076]
[0.5, 0.5]
Timestep: 20, Current state: 0
[0.7332409871335187, 0.26675901286648124]
[0.5, 0.5]
Timestep: 21, Current state: 2
[0.7637939500885172, 0.23620604991148283]
[0.5, 0.5]
Timestep: 22, Current state: 2
[0.6782310993773953, 0.3217689006226046]
[0.5, 0.5]
Timestep: 23, Current state: 2
[0.7371924218386554, 0.2628075781613446]
[0.5, 0.5]
Timestep: 24, Current state: 2
[0.7425531918486127, 0.2574468081513874]
[0.5, 0.5]
Timestep: 25, Current state: 2
[0.6666666666666666, 0.3333333333333333]
[0.5, 0.5]
Timestep: 26, Current state: 5
[0.7881550617164106, 0.21184493828358933]
[0.5, 0.5]
Timestep: 27, Current state: 0
[0.691585014437731, 0.30841498556226904]
[0.5, 0.5]
Timestep: 28, Current state: 5
[0.42589027182578987, 0.5741097281742101]
[0.5, 0.5]
Timestep: 29, Current state: 2
[0.7639881853794233, 0.23601181462057677]
[0.5, 0.5]
Timestep: 30, Current state: 0
[0.6667256404141085, 0.33327435958589147]
[0.5, 0.5]
Timestep: 31, Current state: 2
[0.7819461041748211, 0.21805389582517892]
[0.5, 0.5]
Timestep: 32, Current state: 0
[0.790040189418567, 0.2099598105814331]
[0.5, 0.5]
Timestep: 33, Current state: 0
[0.7331704917785522, 0.26682950822144774]
[0.5, 0.5]
Timestep: 34, Current state: 2
[0.7648708372256648, 0.23512916277433524]
[0.5, 0.5]
Timestep: 35, Current state: 2
[0.7530594213080157, 0.24694057869198424]
[0.5, 0.5]
Timestep: 36, Current state: 2
[0.7426337097402863, 0.2573662902597137]
[0.5, 0.5]
Timestep: 37, Current state: 2
[0.7316088971109823, 0.26839110288901774]
[0.5, 0.5]
Timestep: 38, Current state: 2
[0.4978364079326359, 0.5021635920673642]
[0.5, 0.5]
Timestep: 39, Current state: 4
[0.7554286630291772, 0.2445713369708229]
[0.5, 0.5]
Timestep: 40, Current state: 2
[0.7741465764142593, 0.22585342358574062]
[0.5, 0.5]
Timestep: 41, Current state: 2
[0.749747626403376, 0.250252373596624]
[0.5, 0.5]
Timestep: 42, Current state: 2
[0.7180399235273773, 0.28196007647262267]
